Amount,PersonID,FamilySize,Distance,Duration,DirectVisits,OnlineVisits,Quantity,NumberofFrequentItems,TransactionMode,Area,Occupation
3932,C1421,3,7,407,14,14,4283,14,2,Area2,3
4210,C1425,6,19,422,14,14,4898,14,2,Area2,1
2786,C1428,2,4,201,12,8,94,12,2,Area2,3
2568,C1439,3,8,448,10,10,802,10,2,Area2,1
4211,C1443,3,8,400,9,9,5944,9,2,Area2,2
3355,C1444,2,4,163,11,11,89,11,2,Area2,1
2815,C1447,3,7,297,12,12,1815,12,2,Area2,3
2812,C1453,3,9,406,8,8,2164,8,2,Area2,2
3135,C1455,2,5,449,13,12,1777,13,2,Area2,1
3941,C1467,2,5,362,11,11,692,11,2,Area2,2
3464,C1469,2,4,441,17,17,1458,17,2,Area2,2
2729,C1471,4,6,396,13,13,5160,13,2,Area2,1
2938,C1476,3,4,402,17,17,1695,17,1,Area1,1
3638,C1482,2,6,328,15,15,2948,15,2,Area1,1
4813,C1485,3,7,355,31,23,1772,31,1,Area1,3
3813,C1487,3,6,356,22,14,3389,22,2,Area1,1
7475,C1499,3,8,464,30,30,4708,30,2,Area1,2
3938,C1505,6,14,397,13,13,49,13,2,Area1,3
2658,C1506,3,9,438,11,11,259,0,2,Area1,3
5000,C1515,5,9,253,17,15,2166,17,2,Area1,1
3347,C1528,2,4,327,13,13,107,10,2,Area1,2
5240,C1529,3,6,154,21,19,787,14,1,Area1,1
3125,C1543,3,4,461,19,17,2548,17,1,Area1,2
2563,C1550,3,6,371,17,13,1369,17,2,Area1,2
2938,C1551,2,6,433,12,12,5009,12,2,Area1,2
2688,C1554,4,8,384,15,11,1498,15,2,Area1,3
3438,C1555,2,7,221,10,10,236,10,2,Area1,2
3936,C1556,4,9,425,10,10,1814,8,2,Area1,3
3063,C1557,2,4,351,12,9,868,12,2,Area1,1
3500,C1559,4,9,434,16,15,5488,16,2,Area1,2
2999,C1562,4,7,391,9,8,2832,4,2,Area1,3
2812,C1566,4,8,396,13,10,1367,13,2,Area1,1
3563,C1571,6,5,464,22,19,348,21,1,Area1,1
3875,C1572,3,5,425,16,12,2155,16,2,Area1,1
3500,C1576,3,7,319,3,3,571,1,2,Area1,2
5875,C1580,3,6,280,9,9,1580,2,2,Area1,2
7187,C1588,3,7,425,14,10,1029,10,2,Area1,2
3500,C1592,4,10,356,13,12,478,13,2,Area1,2
2966,C1598,3,6,468,10,10,115,10,2,Area1,3
2563,C1599,2,5,370,7,7,2572,7,2,Area1,1
3000,C1603,3,9,356,10,10,550,10,2,Area1,3
3125,C1610,2,6,445,12,12,889,12,2,Area1,1
3563,C1611,2,5,400,20,17,705,20,2,Area1,2
3325,C1612,3,7,335,10,10,920,8,2,Area1,3
3000,C1615,3,7,423,20,16,4537,20,1,Area1,2
3250,C1616,2,6,273,19,19,1417,19,2,Area1,2
11137,C1620,4,9,363,32,26,317,13,2,Area1,2
3125,C1623,3,6,309,7,7,1385,7,2,Area1,1
7500,C1625,3,8,221,28,20,669,21,2,Area1,2
4586,C1631,3,8,192,16,15,2497,11,2,Area1,1
4313,C1633,4,11,398,16,13,613,16,2,Area1,3
3163,C1635,3,12,250,10,10,78,10,2,Area1,2
2563,C1637,3,10,326,11,11,976,11,2,Area1,2
5688,C1641,3,6,440,28,28,1199,28,2,Area1,2
2625,C1649,2,8,393,11,11,722,11,2,Area1,2
5313,C1659,3,8,400,20,18,226,20,2,Area1,3
4437,C1662,3,5,422,16,16,1340,14,2,Area1,1
4294,C1668,4,8,451,14,17,1200,2,2,Area1,2
5088,C1670,3,7,362,29,29,837,29,2,Area1,1
3050,C1676,2,8,451,13,9,471,11,2,Area1,2
4625,C1680,3,8,377,39,24,341,39,1,Area1,3
4375,C1681,3,8,408,21,18,178,21,2,Area1,1
7205,C1682,3,6,362,15,15,2328,10,2,Area1,3
3438,C1687,3,5,446,20,17,1064,20,2,Area1,2
5249,C1688,3,6,381,5,5,441,0,2,Area1,2
7063,C1691,3,7,336,32,27,241,32,2,Area1,1
3449,C1694,2,11,345,14,11,422,11,2,Area1,2
6688,C1703,4,12,383,23,23,1936,23,2,Area1,3
3800,C1704,3,7,364,20,14,2970,20,2,Area1,1
3321,C1708,3,8,211,10,10,828,4,1,Area1,2
3375,C1709,4,10,155,10,10,801,10,2,Area1,3
3123,C1712,4,8,359,8,8,200,0,2,Area1,3
2813,C1717,3,8,439,20,18,602,20,1,Area1,3
2805,C1720,3,7,328,8,8,93,4,2,Area1,2
2775,C1721,3,7,209,13,13,615,13,1,Area1,2
2719,C1723,2,8,466,15,15,1018,15,2,Area1,3
4500,C1724,3,6,176,18,18,2359,18,2,Area1,2
2750,C1725,3,7,201,17,13,1005,17,1,Area1,2
3063,C1739,4,8,367,13,13,3344,13,2,Area1,1
3250,C1746,4,6,380,18,15,2400,18,1,Area1,3
3564,C1748,4,6,352,22,20,440,22,1,Area1,2
2776,C1758,3,6,396,10,12,939,7,2,Area1,3
6688,C1761,4,7,467,34,29,684,34,2,Area1,2
3000,C1766,3,9,400,11,11,1939,11,2,Area1,1
2625,C1770,4,7,360,11,11,3019,11,2,Area1,2
4313,C1773,4,8,448,13,13,1576,13,2,Area1,2
2638,C1776,2,8,334,10,8,244,10,2,Area1,2
4731,C1779,2,7,357,17,13,1801,13,2,Area1,1
2907,C1781,3,7,308,15,15,422,15,2,Area1,1
3000,C1783,2,3,313,11,11,86,11,2,Area1,3
2938,C1785,3,7,153,9,9,670,9,2,Area1,3
2500,C1787,3,7,218,9,9,478,9,2,Area1,3
3625,C1790,3,6,381,15,15,921,15,2,Area1,1
6637,C1797,4,5,189,20,20,744,18,2,Area1,1
3019,C1802,4,9,307,13,13,1821,13,2,Area1,1
3000,C1807,4,6,362,11,11,1996,11,2,Area1,3
4750,C1808,3,7,373,13,13,1550,13,2,Area1,3
2500,C1821,4,5,335,11,9,142,11,2,Area1,1
3842,C1822,2,5,424,16,13,1347,13,1,Area1,2
2875,C1825,3,13,354,18,12,199,18,2,Area1,2
3028,C1826,3,7,180,6,6,783,3,2,Area1,2
4325,C1827,3,5,391,23,23,440,23,2,Area1,1
2875,C1830,4,19,397,10,10,3180,10,1,Area1,2
4249,C1831,2,7,251,13,13,295,13,2,Area1,3
3324,C1839,3,10,165,6,7,1,0,2,Area1,1
2825,C1852,5,10,365,18,12,1272,16,2,Area1,1
4825,C1853,3,4,396,22,21,585,14,1,Area1,2
3063,C1854,4,7,440,12,10,795,12,2,Area1,3
3063,C1856,2,4,333,14,13,15,14,2,Area1,1
3813,C1861,3,7,430,19,17,652,19,2,Area1,1
7650,C1862,2,6,412,31,27,1779,31,1,Area1,2
2563,C1863,2,8,237,13,11,782,13,2,Area1,3
4938,C1868,4,8,329,28,22,1613,28,1,Area1,3
3309,C1869,6,19,398,18,12,925,18,1,Area2,1
5023,C1877,3,6,423,17,17,6941,13,2,Area1,1
2625,C1879,3,10,406,10,9,619,10,2,Area1,2
3413,C1880,3,11,397,17,17,2076,17,2,Area1,3
8094,C1881,3,6,358,36,25,1095,29,2,Area1,2
3938,C1882,3,7,453,25,18,1509,25,2,Area1,3
4875,C1887,2,4,369,8,8,758,2,2,Area1,1
3000,C1888,4,15,245,18,15,283,18,1,Area1,2
3313,C1889,3,7,401,15,13,1161,15,2,Area1,3
3438,C1891,2,5,298,11,11,1748,11,2,Area1,3
3625,C1895,3,7,440,12,10,1219,12,2,Area1,1
3625,C1897,3,8,374,15,14,2576,15,2,Area1,2
2813,C1900,3,8,363,11,11,1062,11,2,Area1,1
2750,C1908,3,6,337,10,10,458,10,2,Area1,2
3593,C1917,2,4,366,22,22,196,21,2,Area1,3
3000,C1923,5,8,278,10,10,3667,10,2,Area1,2
4682,C1925,3,8,287,6,7,228,3,2,Area1,3
4249,C1927,2,5,378,4,4,323,0,2,Area1,2
3213,C1932,2,6,365,15,15,502,15,2,Area1,2
3437,C1935,3,8,398,6,5,423,5,2,Area1,1
2625,C1937,2,4,328,15,14,369,15,1,Area1,3
3156,C1938,3,8,432,12,11,1875,12,2,Area1,1
2876,C1942,4,7,176,20,15,2221,20,1,Area1,3
4875,C1948,3,8,436,13,13,1180,13,2,Area1,1
3344,C1956,4,7,366,23,18,637,23,2,Area1,2
2755,C1957,3,6,344,12,12,1375,12,2,Area2,2
2688,C1958,3,7,232,7,7,2425,7,2,Area1,1
2500,C1960,4,7,367,8,8,545,8,2,Area1,1
7813,C1962,5,7,400,29,29,1315,29,2,Area1,2
6275,C1963,5,7,444,33,32,4289,32,2,Area1,1
11767,C1966,3,5,432,45,46,8114,40,2,Area1,3
4063,C1967,2,5,181,21,19,795,21,1,Area1,1
9937,C1968,3,6,383,35,31,2131,33,2,Area1,3
5956,C1971,2,6,433,16,16,2266,9,2,Area1,1
7888,C1972,3,6,422,31,31,6453,31,2,Area1,1
3000,C1974,4,12,209,20,10,434,20,1,Area1,3
4125,C1975,6,9,369,21,17,1703,21,2,Area1,3
4500,C1978,4,9,434,13,13,1023,13,2,Area1,3
5623,C1987,2,6,368,16,16,380,9,2,Area1,2
13350,C1996,3,8,401,41,37,3724,34,2,Area1,1
6750,C1998,3,23,355,16,16,1700,10,2,Area1,3
2512,C2004,2,4,372,9,9,402,6,2,Area1,1
2625,C2009,2,4,433,14,12,1027,14,1,Area1,2
3500,C2021,4,7,289,11,10,1850,11,2,Area1,1
4775,C2022,3,5,367,22,17,2725,22,2,Area1,1
3500,C2032,3,8,310,13,13,867,13,2,Area1,1
2979,C2034,3,7,214,10,9,946,6,1,Area1,3
6000,C2036,3,7,367,27,15,2161,27,2,Area1,3
3438,C2037,3,6,415,11,11,1656,11,2,Area1,2
6344,C2039,3,9,428,23,23,4010,23,2,Area1,3
2750,C2044,3,5,368,16,15,225,16,2,Area1,2
8463,C2045,4,8,397,27,27,3558,27,2,Area2,3
3763,C2051,3,8,460,21,17,2652,19,1,Area1,3
2688,C2054,3,7,370,20,13,1161,20,1,Area1,1
3625,C2056,5,13,244,10,10,1600,10,2,Area1,2
5250,C2066,3,5,359,7,7,36,3,2,Area1,3
5063,C2067,3,11,195,14,14,277,14,2,Area1,2
6875,C2068,4,7,233,3,4,907,2,2,Area1,2
4936,C2071,3,5,252,22,22,281,22,2,Area1,1
2500,C2080,3,5,380,7,7,442,7,2,Area1,3
6749,C2081,2,8,423,28,25,865,22,2,Area1,2
3813,C2082,4,13,211,15,15,962,15,2,Area1,2
3836,C2084,4,8,338,13,13,0,10,2,Area1,2
2688,C2087,4,9,289,7,7,345,7,2,Area1,1
3875,C2090,3,6,114,16,16,907,16,2,Area1,2
3813,C2091,4,7,461,11,11,1422,11,2,Area1,3
4375,C2093,5,5,414,25,20,2275,25,1,Area1,1
6350,C2107,4,19,253,18,17,2072,18,2,Area1,3
5876,C2109,3,8,365,34,19,1238,34,1,Area1,3
2938,C2116,2,5,457,18,11,240,18,2,Area1,2
2607,C2122,3,9,167,4,6,214,1,2,Area1,3
4269,C2125,2,5,268,14,14,314,14,2,Area1,1
4124,C2127,3,7,232,10,10,1179,10,2,Area1,1
2531,C2131,3,6,416,10,10,2387,10,2,Area1,2
3813,C2134,3,9,377,17,15,1798,17,2,Area1,1
3000,C2137,2,4,367,25,19,96,25,2,Area1,1
4875,C2145,2,6,117,23,20,183,23,2,Area1,2
4932,C2147,4,7,387,24,19,1800,24,1,Area1,3
2500,C2148,3,8,364,9,9,2602,9,2,Area1,2
3313,C2161,3,10,216,20,15,323,20,1,Area1,1
5463,C2174,2,5,384,22,19,430,22,2,Area1,3
5000,C2179,3,6,242,7,7,1665,1,2,Area1,3
4375,C2180,3,8,463,12,12,1675,12,2,Area1,3
3750,C2189,2,4,383,22,17,291,22,1,Area1,1
2793,C2190,3,5,258,8,8,37,3,2,Area1,3
4758,C2195,2,5,467,20,19,1631,19,2,Area1,3
4188,C2197,2,9,259,22,13,981,22,2,Area1,3
2563,C2203,2,6,309,12,9,705,12,2,Area1,2
2563,C2210,3,6,363,8,8,256,8,2,Area1,2
3442,C2223,4,21,396,10,12,120,0,2,Area1,1
2738,C2224,4,7,440,16,11,2142,16,2,Area1,3
4687,C2227,2,8,369,10,6,281,9,2,Area1,2
2563,C2229,3,8,465,11,11,499,11,2,Area1,3
4748,C2241,2,4,312,11,11,0,1,2,Area1,3
4869,C2244,3,6,417,15,15,4358,15,2,Area1,3
5188,C2247,3,5,283,17,17,39,17,2,Area1,1
3250,C2251,4,7,224,9,9,945,9,2,Area1,2
4950,C2260,5,18,153,7,7,600,2,2,Area1,3
2563,C2261,6,14,366,11,11,384,11,2,Area1,3
4774,C2265,3,9,417,14,14,1830,8,2,Area1,2
2813,C2271,4,11,365,8,7,3800,8,2,Area1,3
5950,C2275,3,8,418,20,20,1921,19,2,Area1,1
3625,C2279,2,12,290,13,13,155,13,2,Area1,3
2688,C2282,3,6,366,15,11,680,15,2,Area1,1
3463,C2285,2,7,339,11,11,188,6,1,Area1,2
4375,C2288,2,6,339,13,13,1494,13,2,Area1,3
3563,C2296,4,9,105,16,15,913,16,1,Area1,3
4030,C2297,3,8,386,14,17,1012,8,2,Area1,2
3531,C2298,2,5,364,22,20,949,22,1,Area1,2
3250,C2322,2,6,371,15,14,4093,15,1,Area1,2
3430,C2325,4,9,370,12,9,1033,7,2,Area1,1
3625,C2326,3,9,367,14,10,992,14,1,Area1,3
2538,C2335,4,10,372,10,10,1187,10,2,Area1,3
2688,C2336,4,20,407,17,17,1473,17,2,Area1,2
2948,C2340,4,20,328,10,10,671,0,2,Area1,2
5138,C2342,2,6,430,23,20,241,22,2,Area1,1
2500,C2349,3,6,367,11,11,15,11,2,Area1,2
4938,C2350,3,5,120,8,8,88,2,2,Area1,2
5274,C2359,4,8,389,17,18,369,15,2,Area1,1
5875,C2362,3,10,148,19,19,1036,19,2,Area1,1
3625,C2367,2,6,376,9,9,1319,9,2,Area1,3
2813,C2368,3,5,366,14,9,371,14,1,Area1,1
2796,C2371,2,6,365,7,7,1211,0,2,Area1,3
8563,C2377,2,5,405,25,21,472,19,2,Area1,2
4875,C2379,3,6,394,18,13,3197,18,1,Area1,2
2688,C2384,4,9,372,12,9,856,12,2,Area1,3
6716,C2392,2,6,317,10,10,30,1,2,Area1,1
3650,C2393,4,5,448,21,20,3676,21,1,Area1,2
3813,C2404,4,7,366,19,18,1085,19,2,Area1,2
2647,C2411,2,6,150,14,10,674,12,2,Area1,2
3912,C2412,7,13,373,16,16,601,13,2,Area1,2
7613,C2414,3,8,431,20,19,3717,20,2,Area1,3
13247,C2415,2,7,375,19,19,0,0,2,Area1,3
2929,C2416,3,10,275,19,13,737,16,1,Area1,2
3199,C2419,4,6,364,11,11,2520,6,2,Area1,3
3625,C2428,4,8,267,20,20,4671,18,2,Area1,1
2750,C2430,3,15,174,15,7,828,15,1,Area1,1
4937,C2431,3,8,441,8,8,782,4,1,Area1,1
3313,C2438,2,9,191,15,9,730,15,2,Area1,2
2625,C2439,6,9,363,15,15,2043,15,2,Area1,3
5903,C2441,3,4,448,24,18,1610,17,2,Area1,3
4028,C2447,2,7,122,12,12,1630,5,1,Area1,3
2750,C2453,3,9,366,11,10,544,11,2,Area1,3
5000,C2468,3,7,458,25,23,4500,24,2,Area1,1
2656,C2475,4,13,409,24,13,1676,23,1,Area1,1
3656,C2479,3,13,435,24,16,788,24,2,Area1,2
4948,C2482,4,8,417,14,14,3099,2,2,Area1,1
2663,C2494,2,6,320,14,14,2124,14,2,Area1,2
2625,C2498,3,7,369,7,6,536,7,2,Area1,3
4048,C2506,3,6,421,20,19,8726,20,2,Area2,3
4626,C2510,4,7,187,18,17,919,18,1,Area1,3
3911,C2522,2,6,380,14,12,1320,9,2,Area1,2
4125,C2533,3,6,382,37,24,998,37,1,Area1,3
6936,C2541,2,7,340,13,10,140,8,2,Area1,1
2500,C2546,5,10,381,14,14,15,14,2,Area1,3
2625,C2549,2,5,301,10,10,368,10,2,Area1,1
2625,C2550,2,7,161,9,9,1227,8,2,Area1,3
3188,C2552,5,9,222,12,12,389,12,2,Area1,2
3938,C2554,6,14,343,16,14,276,16,1,Area1,3
4063,C2558,3,5,395,16,14,678,16,2,Area1,2
3363,C2562,2,6,462,10,10,1698,10,2,Area1,1
5438,C2573,3,5,458,21,18,1432,21,2,Area1,2
8969,C2581,2,7,418,29,28,2082,29,2,Area1,2
3625,C2582,3,6,321,13,11,789,13,1,Area1,2
4963,C2586,3,10,420,23,18,1212,23,1,Area1,3
19274,C2589,9,11,403,40,45,2916,29,2,Area1,2
3687,C2606,3,6,303,13,13,430,12,2,Area1,1
3587,C2611,3,7,398,18,14,2877,16,1,Area1,3
2500,C2614,3,6,104,10,9,633,10,1,Area1,2
3450,C2618,2,5,368,12,10,369,12,2,Area1,2
4082,C2619,4,7,462,25,22,4201,25,2,Area1,3
3563,C2620,3,6,443,18,18,2488,18,2,Area1,1
2678,C2633,4,20,408,10,9,656,10,1,Area1,3
3813,C2635,3,7,359,21,19,3273,21,1,Area1,3
3938,C2636,3,7,378,22,14,1145,22,2,Area1,2
3250,C2645,3,8,421,19,11,571,19,2,Area1,1
2620,C2647,2,4,390,14,11,188,8,2,Area1,3
4250,C2649,3,7,335,10,10,757,10,2,Area1,2
3390,C2657,3,8,393,16,16,849,16,2,Area2,1
2875,C2661,3,9,396,9,9,668,9,2,Area1,1
3750,C2665,4,10,417,13,13,793,11,1,Area1,2
4844,C2666,3,5,433,34,27,1072,34,1,Area1,3
3625,C2669,3,9,320,19,19,3422,19,2,Area1,3
2500,C2674,2,6,332,10,8,948,10,2,Area1,2
2625,C2675,2,6,271,14,11,314,14,2,Area1,1
5625,C2682,2,4,460,14,14,100,10,1,Area1,1
2625,C2687,3,6,427,11,10,1236,11,2,Area1,2
3250,C2694,3,8,421,19,14,851,19,1,Area1,3
3251,C2698,4,6,349,22,20,713,22,1,Area1,3
6200,C2704,2,6,441,31,25,1066,30,2,Area1,2
2688,C2711,3,7,423,11,11,2459,11,1,Area1,1
2562,C2721,3,6,469,5,5,602,5,2,Area1,2
4187,C2723,4,9,452,24,20,1742,22,2,Area1,2
3169,C2724,5,7,366,28,18,4240,27,1,Area1,3
3875,C2726,4,8,378,20,20,1757,20,2,Area1,3
2500,C2728,4,8,342,13,13,263,13,2,Area1,2
3337,C2733,5,9,310,12,12,856,10,2,Area1,1
4137,C2734,3,4,386,12,11,4080,9,2,Area1,2
4313,C2737,6,8,310,27,14,1174,27,2,Area1,2
7313,C2739,4,11,361,19,17,1520,13,2,Area1,2
3563,C2742,2,4,397,16,15,796,16,2,Area1,2
2625,C2745,3,5,386,20,16,2674,20,1,Area1,1
3375,C2751,3,7,220,21,14,439,21,2,Area1,2
4199,C2760,4,6,392,9,9,1958,3,2,Area1,2
4500,C2765,3,7,220,21,18,1881,21,2,Area1,1
3500,C2767,2,7,379,23,17,1130,23,1,Area1,2
4813,C2768,3,8,471,10,12,2837,2,1,Area1,3
3563,C2770,2,6,138,11,10,648,11,2,Area1,3
3313,C2771,3,9,369,17,13,1587,17,2,Area1,3
5688,C2773,3,5,405,24,24,2222,24,2,Area1,1
5625,C2777,3,8,431,16,15,2660,14,1,Area1,2
4250,C2778,3,10,278,20,18,381,19,1,Area1,1
3000,C2780,3,7,452,9,8,1331,9,2,Area1,2
3250,C2782,2,6,222,10,10,778,10,2,Area1,3
2750,C2785,2,7,142,9,9,88,9,2,Area1,3
4775,C2786,3,8,460,17,16,1344,14,2,Area1,3
3750,C2789,3,5,205,15,15,1271,15,2,Area1,1
5000,C2790,3,5,411,9,9,874,5,2,Area1,1
5438,C2792,3,8,364,29,21,3089,29,2,Area1,3
2688,C2793,3,7,438,14,14,153,14,2,Area1,1
2766,C2794,3,8,265,12,11,1462,10,1,Area1,3
4500,C2796,4,7,428,17,17,1325,17,2,Area1,1
6594,C2799,3,6,231,33,29,381,33,2,Area1,1
2525,C2800,3,7,264,13,13,3440,11,2,Area1,3
3250,C2801,3,6,311,12,12,777,12,2,Area1,2
2681,C2803,3,7,433,12,12,2635,10,1,Area1,1
9325,C2808,2,4,455,25,25,2456,24,2,Area1,3
2562,C2817,4,8,304,10,9,1051,8,1,Area1,2
2625,C2823,4,8,368,27,14,291,27,1,Area1,1
2750,C2832,2,7,206,8,8,1208,8,2,Area1,2
3062,C2833,2,7,351,11,11,155,10,2,Area1,3
2579,C2843,3,8,318,9,9,399,7,1,Area1,2
2750,C2844,3,5,347,8,8,838,8,2,Area1,2
3125,C2845,3,8,120,7,7,125,7,2,Area1,1
18774,C2864,4,5,433,37,37,6743,31,2,Area1,3
4875,C2869,3,7,460,28,21,1903,28,1,Area1,3
6163,C2870,3,5,157,9,9,195,3,1,Area1,1
3247,C2874,4,8,406,18,13,1649,16,2,Area1,2
4467,C2879,2,6,265,19,18,3367,15,1,Area1,1
2875,C2881,3,9,251,13,12,4837,11,2,Area1,1
2762,C2883,2,4,353,12,12,133,8,2,Area1,1
3750,C2885,3,7,462,21,17,1440,21,2,Area1,1
3495,C2887,4,9,400,21,16,1802,19,2,Area1,2
4000,C2897,2,5,457,22,18,2518,21,2,Area1,1
5913,C2899,4,12,371,21,21,2595,21,2,Area1,3
5000,C2901,3,9,381,8,8,429,2,2,Area1,1
3450,C2904,3,19,271,8,8,71,1,2,Area1,1
4562,C2905,2,6,254,13,13,3597,12,2,Area1,1
4625,C2909,3,6,418,16,15,5698,16,2,Area1,3
6625,C2916,3,22,264,18,15,734,12,2,Area1,2
4625,C2929,4,7,416,24,20,680,24,2,Area1,1
2813,C2930,2,4,339,14,13,1353,14,2,Area1,2
5313,C2935,4,23,407,26,25,4457,24,2,Area1,3
3313,C2940,4,12,371,17,13,212,17,1,Area1,1
5672,C2943,4,7,458,21,17,1497,17,2,Area1,3
2813,C2952,3,7,394,14,14,5509,14,2,Area1,1
5500,C2953,3,7,420,20,20,1289,20,2,Area1,2
4563,C2957,3,9,224,34,20,1412,34,2,Area1,2
4375,C2959,4,10,178,11,9,133,11,2,Area1,1
4938,C2960,3,6,365,10,9,499,6,1,Area1,2
3438,C2961,3,9,343,3,3,0,2,1,Area1,3
4688,C2962,4,8,396,20,20,481,20,2,Area1,3
2856,C2963,3,9,347,12,12,1760,12,2,Area1,1
5824,C2971,4,9,192,12,11,256,5,2,Area1,3
4188,C2984,3,9,367,15,15,904,15,2,Area1,3
2875,C2986,2,6,427,7,7,536,7,2,Area1,1
3360,C2988,5,9,291,12,12,767,9,2,Area1,3
2500,C2990,5,8,368,11,10,299,11,2,Area1,2
2625,C2991,3,5,458,12,12,611,12,2,Area1,2
4625,C3002,7,6,439,14,14,2952,14,2,Area1,2
2600,C3003,2,4,453,11,11,1588,11,2,Area1,2
3063,C3004,2,5,288,11,11,1584,11,2,Area1,3
3563,C3012,2,7,448,21,21,1440,21,2,Area1,2
5923,C3013,5,10,409,16,16,2184,13,2,Area1,2
2500,C3025,2,5,341,11,9,321,11,1,Area1,3
5748,C3032,3,7,354,13,10,346,6,1,Area1,3
2813,C3039,3,7,378,8,8,1696,8,2,Area1,2
6438,C3042,3,7,223,23,23,2818,23,2,Area1,3
6687,C3047,3,4,386,19,18,3782,15,1,Area1,1
5091,C3053,3,7,349,19,18,1187,19,2,Area1,2
2500,C3058,4,8,183,7,7,211,7,2,Area1,1
3530,C3061,3,8,369,4,4,1278,0,2,Area1,3
4438,C3064,3,5,368,18,18,4,18,2,Area1,3
2814,C3065,4,9,269,14,14,1812,14,1,Area1,3
2750,C3066,5,9,387,15,10,3310,15,1,Area1,2
2625,C3067,4,12,289,12,12,218,12,2,Area1,2
2739,C3069,4,10,376,10,10,1358,5,2,Area1,3
5095,C3073,3,7,441,39,27,4027,39,2,Area1,2
7157,C3074,3,8,430,32,32,2152,32,2,Area1,1
2813,C3075,4,9,371,15,12,4927,15,2,Area1,1
3188,C3077,3,7,197,9,9,1706,9,2,Area1,2
4421,C3084,3,9,456,20,15,1620,13,2,Area1,1
3313,C3087,4,7,433,17,13,2234,17,2,Area1,2
5513,C3089,2,8,373,21,20,2664,21,2,Area1,1
5061,C3102,3,6,277,18,14,201,12,2,Area1,3
4938,C3104,4,8,214,8,8,2052,2,2,Area1,3
2625,C3105,6,21,167,13,13,339,13,2,Area1,2
3563,C3107,5,6,421,13,13,6612,13,2,Area1,2
3437,C3110,2,5,364,17,16,149,13,1,Area1,1
3313,C3114,4,9,100,14,14,1294,14,1,Area1,2
3500,C3116,6,9,421,15,15,1123,15,2,Area1,3
2563,C3117,4,8,367,14,13,940,14,2,Area1,3
3269,C3118,2,5,431,12,12,1129,12,2,Area1,2
3562,C3133,4,7,452,6,7,4474,4,2,Area1,1
3800,C3137,5,8,240,16,13,1244,10,2,Area1,2
3250,C3142,2,6,126,10,10,102,10,2,Area1,2
6749,C3143,3,5,364,16,16,100,10,2,Area1,3
3125,C3144,3,8,447,11,11,258,11,2,Area1,3
2625,C3145,3,8,381,17,14,321,17,2,Area1,2
19797,C3146,3,10,209,12,68,106,5,2,Area1,3
3250,C3148,3,7,295,11,11,718,11,2,Area1,1
2625,C3151,2,5,328,11,11,106,11,2,Area1,3
2938,C3152,3,9,224,9,8,5129,9,1,Area1,1
3500,C3153,3,8,395,11,11,3797,11,2,Area1,1
10850,C3156,2,6,446,34,34,1724,30,2,Area1,3
4748,C3159,3,10,330,6,6,5,0,2,Area1,1
7700,C3162,3,7,193,22,22,7464,20,2,Area1,2
3438,C3164,2,7,139,8,8,547,8,2,Area1,2
3000,C3165,2,6,110,11,11,608,11,2,Area1,3
5125,C3172,4,8,448,12,9,1043,8,1,Area1,3
3125,C3176,2,6,292,17,17,1333,17,2,Area1,3
3844,C3182,3,6,365,14,14,488,14,2,Area1,2
6483,C3183,6,9,233,24,17,99,14,1,Area1,3
3169,C3185,2,5,265,20,15,1083,20,2,Area1,1
3298,C3189,4,7,328,19,11,1054,19,2,Area2,1
7216,C3190,4,8,308,19,15,1155,12,1,Area1,1
3163,C3191,3,7,371,22,16,833,22,2,Area2,3
11313,C3192,3,8,386,81,47,1294,81,2,Area1,3
2707,C3193,3,7,422,11,11,2332,11,2,Area1,1
3191,C3211,5,5,435,14,14,395,14,2,Area1,1
3812,C3214,3,6,140,12,10,196,10,2,Area1,3
3750,C3217,5,11,451,10,10,1652,10,2,Area1,2
6500,C3220,3,6,272,24,23,268,24,2,Area1,1
2500,C3223,3,8,372,11,11,2831,11,2,Area1,3
2875,C3224,3,11,367,13,13,726,11,2,Area1,3
12218,C3225,5,9,424,40,33,3896,33,1,Area1,1
5186,C3232,4,7,462,18,12,2919,14,1,Area1,1
3562,C3234,2,6,358,8,8,1114,3,1,Area1,2
2938,C3241,3,7,284,14,14,3315,14,2,Area1,2
14794,C3246,4,8,429,25,25,1069,5,2,Area1,1
2531,C3247,5,7,345,12,12,64,12,2,Area1,2
3750,C3248,3,7,414,29,19,2168,29,2,Area1,3
3000,C3249,3,8,387,15,13,1678,15,1,Area1,3
2750,C3252,2,7,342,9,9,27,6,1,Area1,3
4000,C3253,3,7,459,21,15,1301,21,2,Area1,2
2625,C3254,3,5,472,15,14,1284,15,1,Area1,3
4025,C3261,3,5,426,11,11,2603,11,2,Area1,3
5375,C3262,3,5,347,22,19,444,22,2,Area1,3
3000,C3264,2,4,457,11,11,177,11,2,Area1,1
3438,C3265,3,4,346,15,13,324,15,2,Area1,2
3313,C3267,3,5,263,10,10,485,10,2,Area1,1
2645,C3281,4,4,246,32,21,2166,32,1,Area1,1
2750,C3294,3,6,139,9,9,0,9,2,Area1,1
2656,C3295,2,7,433,12,12,449,12,2,Area1,2
2625,C3296,2,6,229,10,10,293,10,2,Area1,2
6218,C3313,2,4,373,25,24,11609,20,2,Area1,2
2688,C3332,3,7,370,21,14,3080,21,2,Area1,2
2699,C3333,3,5,347,16,11,9,12,1,Area1,1
2654,C3336,4,20,190,9,9,1822,6,1,Area1,2
